TYPE,WIDTH,HEIGHT
CIRCLE,28.07254288,42.25144092
RECTANGLE,20.02586575,39.02370865
RECTANGLE,8.105791403,38.55958936
RECTANGLE,22.92872023,6.940628142
CIRCLE,41.49404585,10.27557704
CIRCLE,17.92518828,23.94013712
RECTANGLE,7.380847628,40.43622062
CIRCLE,30.58672627,30.80388015
RECTANGLE,10.08055161,21.98977835
RECTANGLE,6.968321862,36.60928814
RECTANGLE,48.757256,2.134977342
CIRCLE,14.66101783,23.7024644
RECTANGLE,34.66537116,28.44533579
RECTANGLE,12.59748048,29.55399999
RECTANGLE,1.45965584,25.09906699
RECTANGLE,41.36844522,40.06805202
CIRCLE,16.58250966,40.0348882
CIRCLE,48.30782953,41.4149614
CIRCLE,14.23636172,16.3540454
RECTANGLE,24.10433346,39.95776251
CIRCLE,32.9489478,3.788867702
RECTANGLE,40.19735183,22.34286184
RECTANGLE,3.239298343,38.55816211
RECTANGLE,38.71499478,40.3252235
CIRCLE,43.39224641,32.42976042
RECTANGLE,39.21203006,17.39835979
RECTANGLE,33.84926495,24.31053395
CIRCLE,38.96557471,36.79944138
CIRCLE,3.223456916,10.18418442
CIRCLE,46.08632952,32.95985237
RECTANGLE,21.4464983,29.71712411
RECTANGLE,47.20318833,20.97148
RECTANGLE,8.055349181,50.35276739
CIRCLE,23.97900909,11.13907114
RECTANGLE,26.12655614,2.214527775
CIRCLE,45.21538792,18.18895847
CIRCLE,44.86594297,29.63784966
CIRCLE,23.80423042,37.20447405
RECTANGLE,16.36151273,37.65158116
CIRCLE,40.28393114,20.85835633
RECTANGLE,24.50736646,24.22899374
CIRCLE,47.25799009,5.012467347
CIRCLE,26.60646219,1.628776372
RECTANGLE,31.43386427,42.25513547
RECTANGLE,20.66001161,22.64630351
CIRCLE,22.5398633,15.44642651
RECTANGLE,33.85133984,40.09549074
RECTANGLE,50.87792315,15.84166954
CIRCLE,40.2320122,40.34156334
CIRCLE,17.77004829,32.8635338
CIRCLE,28.11805061,4.205027911
CIRCLE,5.65624085,15.09298934
CIRCLE,50.20403359,11.05718543
RECTANGLE,17.10173941,24.54943492
CIRCLE,1.902916942,14.42747264
CIRCLE,44.47136647,18.83034233
RECTANGLE,35.91936725,29.94296729
RECTANGLE,34.52880309,8.180695934
RECTANGLE,33.5644308,38.92035518
CIRCLE,24.71860483,47.06255921
RECTANGLE,15.81934896,23.43067092
RECTANGLE,40.38876764,32.29508075
RECTANGLE,39.6563274,11.15713456
RECTANGLE,4.711659664,42.33523771
CIRCLE,37.62408176,20.86639649
RECTANGLE,25.56112857,14.76964377
CIRCLE,21.20596153,11.81348545
RECTANGLE,36.10359643,21.58773553
RECTANGLE,30.95847214,2.90079409
RECTANGLE,28.36096177,14.306626
CIRCLE,28.93800337,39.91140323
CIRCLE,31.50310926,23.51797906
CIRCLE,41.42358144,1.63706252
RECTANGLE,49.12785375,9.927170019
CIRCLE,22.44344812,48.22112454
CIRCLE,32.28611275,26.4550843
RECTANGLE,21.11328972,27.53677797
RECTANGLE,27.51014119,13.47284437
RECTANGLE,48.29392792,17.92085041
RECTANGLE,1.602629676,11.73978521
RECTANGLE,50.57626886,48.08352839
RECTANGLE,7.444466791,40.11498606
RECTANGLE,12.10134882,47.51429005
CIRCLE,17.57900882,47.61268114
RECTANGLE,17.22326968,43.20436126
RECTANGLE,14.83063778,11.87184732
RECTANGLE,19.52283519,31.00601841
RECTANGLE,41.71544245,18.61029305
CIRCLE,25.17972415,12.44904168
RECTANGLE,22.90181486,19.13356041
RECTANGLE,11.21098059,50.33463655
CIRCLE,37.47880186,25.46893588
CIRCLE,11.58365805,8.927128207
RECTANGLE,30.28999405,15.19491265
CIRCLE,16.70942177,7.063754659
CIRCLE,14.09078616,30.53639226
RECTANGLE,44.32891408,25.00285527
CIRCLE,26.7868139,18.79593954
CIRCLE,2.293716087,18.33078318
RECTANGLE,20.51137786,23.69141951
CIRCLE,26.25368998,4.74783572
RECTANGLE,21.79967111,49.67031617
CIRCLE,37.75753981,2.053534595
CIRCLE,14.61761761,33.77104605
RECTANGLE,30.7743894,8.151561578
RECTANGLE,10.50314519,22.10158081
RECTANGLE,7.144190619,26.39464449
CIRCLE,32.57768805,10.50569662
RECTANGLE,43.96478386,2.089738446
RECTANGLE,2.685746436,21.48715316
RECTANGLE,38.42340804,48.48379293
CIRCLE,33.42031086,1.962122562
CIRCLE,38.08048914,3.050414369
CIRCLE,39.29196098,38.91017805
RECTANGLE,27.11350622,17.39775542
RECTANGLE,43.79945585,2.494149752
RECTANGLE,1.528752671,46.61792593
RECTANGLE,21.65962297,38.71917193
RECTANGLE,28.84881268,16.39824761
RECTANGLE,27.95436476,46.20122639
CIRCLE,50.28354943,8.71466268
RECTANGLE,28.45258889,34.11549042
RECTANGLE,45.89243072,19.42760097
RECTANGLE,7.864881899,20.89480773
RECTANGLE,45.74600074,3.600638357
RECTANGLE,45.28872949,45.74859935
RECTANGLE,32.59430694,36.86223296
RECTANGLE,8.602104667,27.57252066
CIRCLE,44.0500963,33.63087596
RECTANGLE,32.06323269,18.31916914
RECTANGLE,44.79460599,25.52394605
RECTANGLE,3.87434172,10.40017485
RECTANGLE,1.813731789,15.77060485
CIRCLE,2.967221145,20.18997035
CIRCLE,8.172417449,37.94902554
RECTANGLE,36.76838578,32.20155896
RECTANGLE,13.33505933,9.868273898
RECTANGLE,44.20167707,1.004589679
RECTANGLE,30.53974736,35.91516036
CIRCLE,40.68609554,20.45606256
RECTANGLE,4.234148247,23.68636777
RECTANGLE,44.38668617,32.3139553
CIRCLE,33.08084869,43.22617015
RECTANGLE,35.47629451,8.804111481
RECTANGLE,6.539966255,19.69005117
RECTANGLE,12.66598958,6.210675896
CIRCLE,25.53684696,12.7545478
RECTANGLE,23.76198414,49.06040939
CIRCLE,40.22265745,48.59360948
CIRCLE,9.506849731,16.97118837
CIRCLE,50.33568454,32.74181279
RECTANGLE,12.46285597,18.73499585
RECTANGLE,26.17115114,34.66471214
CIRCLE,15.19522645,50.70572735
RECTANGLE,20.66737732,47.35667547
CIRCLE,34.51313752,49.06211588
RECTANGLE,5.61607132,37.78648295
RECTANGLE,11.02627137,8.016094554
CIRCLE,27.50458784,16.5110226
CIRCLE,45.77473119,48.5369014
RECTANGLE,40.99795897,17.27738927
RECTANGLE,48.19013047,34.6612513
RECTANGLE,40.56849806,39.93370121
CIRCLE,22.14567714,46.95986945
RECTANGLE,23.28081295,22.46893742
CIRCLE,29.35305591,35.23071916
CIRCLE,28.2400113,20.50212737
RECTANGLE,31.86392497,34.98922261
RECTANGLE,10.71094002,35.04118262
RECTANGLE,27.93383943,44.82578962
CIRCLE,21.41625235,41.83170075
RECTANGLE,8.006416686,24.20097519
RECTANGLE,24.02111815,38.11605016
CIRCLE,20.07554979,33.7485567
CIRCLE,46.31239294,35.12303517
RECTANGLE,46.18348652,2.656880776
CIRCLE,23.08006604,37.10847647
CIRCLE,4.31258734,20.19874671
CIRCLE,1.208775482,10.26699789
RECTANGLE,2.4285677,10.9801796
RECTANGLE,39.98723714,7.3353502
RECTANGLE,33.93304861,15.97837621
CIRCLE,2.143364365,26.20756644
CIRCLE,16.28321462,13.93915631
RECTANGLE,43.61291905,43.38227691
CIRCLE,37.03640577,30.2042138
CIRCLE,22.54949473,25.56249118
RECTANGLE,34.07744001,42.53850478
RECTANGLE,10.58364177,35.22814975
RECTANGLE,49.28649756,6.028053606
CIRCLE,1.838949608,8.501778283
RECTANGLE,7.405359417,31.61851677
RECTANGLE,27.71290709,46.12753553
RECTANGLE,34.35983067,15.36480469
CIRCLE,47.93033527,20.8839801
RECTANGLE,41.79614916,27.96207097
RECTANGLE,50.87722453,17.25087055
CIRCLE,17.08919636,36.62839358
RECTANGLE,8.72277451,31.65029766
CIRCLE,20.58032277,43.90944433
RECTANGLE,45.33746015,24.0824755
CIRCLE,4.302600394,40.47547671
CIRCLE,37.51491969,24.47649877
RECTANGLE,28.95131351,31.48092824
CIRCLE,32.50550244,9.576373415
RECTANGLE,18.35750157,8.556963811
RECTANGLE,27.36926367,28.68264601
RECTANGLE,3.222368569,2.007262638
RECTANGLE,18.15623435,19.06992676
RECTANGLE,18.37036508,10.27736309
RECTANGLE,39.42177499,14.4006388
CIRCLE,30.2787628,16.26788156
CIRCLE,27.08482316,11.95528571
RECTANGLE,34.14152965,12.56192175
RECTANGLE,50.13684427,26.99956693
CIRCLE,22.22531899,20.13696694
RECTANGLE,19.20931717,25.10864658
RECTANGLE,37.77538505,47.63159874
CIRCLE,42.507534,35.76887888
RECTANGLE,41.2292401,50.73732286
RECTANGLE,12.11856325,13.07732753
CIRCLE,27.99586112,13.78583725
RECTANGLE,16.2011538,21.85935783
RECTANGLE,49.55825998,38.10205129
RECTANGLE,35.06542756,40.02465134
CIRCLE,2.157233904,34.19315231
RECTANGLE,41.65013752,30.48191546
RECTANGLE,9.814100982,27.34405428
CIRCLE,39.40533622,48.43264327
RECTANGLE,40.9502418,48.68953091
CIRCLE,33.08823907,12.364195
RECTANGLE,10.36124686,46.33333608
RECTANGLE,40.48012226,29.5625449
CIRCLE,30.80350692,13.58464709
CIRCLE,15.53203908,29.46498752
RECTANGLE,40.95102415,43.88212284
CIRCLE,15.94719179,20.67312893
CIRCLE,48.9802858,34.47589036
RECTANGLE,10.70776058,49.94646118
RECTANGLE,43.5410019,23.43779637
CIRCLE,35.55399707,3.996844124
CIRCLE,36.37051561,7.070197897
CIRCLE,16.92340598,7.404204586
CIRCLE,13.30970348,47.28363954
RECTANGLE,47.35782291,32.47375665
CIRCLE,32.97818237,41.01370976
CIRCLE,7.886194844,49.35507699
CIRCLE,24.86662337,36.24739198
RECTANGLE,45.39088975,7.243312769
RECTANGLE,1.103999482,41.72923163
CIRCLE,25.4653259,49.98287791
RECTANGLE,8.657564968,39.9176189
CIRCLE,43.77076317,31.89390901
RECTANGLE,11.22339557,25.26150937
CIRCLE,41.40003992,12.14182509
RECTANGLE,2.565285667,2.367893265
RECTANGLE,32.2560832,18.47028144
RECTANGLE,15.55982316,41.13032005
CIRCLE,12.95300608,33.61784583
CIRCLE,3.705457669,48.38879474
CIRCLE,38.24759634,20.23870024
CIRCLE,34.3533677,28.19136805
RECTANGLE,7.509013626,12.647682
CIRCLE,45.41794053,15.22771009
RECTANGLE,20.23451099,16.20998187
CIRCLE,29.82468186,28.50500444
CIRCLE,21.11897956,17.69580457
CIRCLE,24.4533643,4.836458558
RECTANGLE,17.68615422,22.42031096
CIRCLE,42.83422388,34.21274986
RECTANGLE,15.98926391,46.48914488
CIRCLE,3.355025815,31.62672019
CIRCLE,32.38895564,4.969873924
CIRCLE,17.23680633,42.42163023
RECTANGLE,1.91630623,49.30963323
CIRCLE,13.03610006,40.7332824
RECTANGLE,16.22872508,19.81931042
CIRCLE,36.93147209,43.09633243
RECTANGLE,36.66656519,41.5445578
RECTANGLE,30.55216251,21.78509626
CIRCLE,40.418259,4.343970584
CIRCLE,50.60666197,14.95916534
RECTANGLE,20.30177792,30.49472502
RECTANGLE,7.06901979,43.18414719
CIRCLE,21.17025033,45.64599015
RECTANGLE,9.180711832,4.397835533
CIRCLE,8.449525404,31.4404418
CIRCLE,21.02586245,31.89213474
CIRCLE,26.81551575,50.62417129
CIRCLE,40.93765412,12.38103666
RECTANGLE,19.5191184,47.96531032
RECTANGLE,31.49371721,23.72497118
CIRCLE,41.3665326,42.80168659
CIRCLE,39.35833088,14.38184898
RECTANGLE,10.86278642,41.53782378
RECTANGLE,6.729227217,9.155085479
RECTANGLE,9.526285586,10.91158503
CIRCLE,38.64682987,38.30895399
CIRCLE,48.8821895,15.35079198
CIRCLE,2.923729515,49.62154237
CIRCLE,38.14243656,34.24011511
RECTANGLE,1.952214999,25.44566008
RECTANGLE,48.08023145,37.41856253
RECTANGLE,18.1476569,39.34797793
CIRCLE,29.10679154,9.727862623
RECTANGLE,47.28558588,49.39673943
RECTANGLE,4.058193027,27.93206888
RECTANGLE,46.49024286,37.66833915
CIRCLE,18.7000951,5.828692995
RECTANGLE,36.13244285,18.04308198
RECTANGLE,45.45818067,35.87167789
RECTANGLE,7.394547927,46.86044744
CIRCLE,48.3821244,18.12651938
CIRCLE,49.76036463,33.50415617
RECTANGLE,29.85087653,29.87786255
RECTANGLE,25.18778991,10.4873631
RECTANGLE,42.02710753,1.709869372
RECTANGLE,28.22199831,35.10828444
RECTANGLE,8.568606377,28.37967874
RECTANGLE,33.806997,7.246569278
CIRCLE,14.60444439,5.304271502
RECTANGLE,47.05336263,50.37073452
RECTANGLE,35.48372882,43.98105231
RECTANGLE,31.71995949,15.32696742
CIRCLE,37.30474688,32.1624538
RECTANGLE,6.6674658,28.97961728
RECTANGLE,44.7323216,17.10489026
RECTANGLE,12.04150818,22.2736816
RECTANGLE,34.11118665,2.71235466
CIRCLE,9.443230719,34.78960182
CIRCLE,22.38319288,13.89499258
CIRCLE,42.84509514,5.360681923
CIRCLE,34.81616073,43.96294504
CIRCLE,49.50973843,20.82344159
CIRCLE,47.05219561,13.37578521
RECTANGLE,22.6696913,7.471213825
RECTANGLE,9.483263299,30.66786148
RECTANGLE,40.22577822,12.28131035
CIRCLE,24.4618617,8.869853616
RECTANGLE,36.22199849,33.48604486
CIRCLE,9.354575189,3.2468571
CIRCLE,4.354718209,22.55795655
RECTANGLE,40.9463481,48.67330721
RECTANGLE,35.27396862,42.17951898
CIRCLE,39.20326488,37.46506128
CIRCLE,1.934677336,27.26766461
CIRCLE,10.90168563,40.98893845
RECTANGLE,19.75563642,8.623428231
RECTANGLE,36.13149973,40.87004907
RECTANGLE,20.84402235,21.27702943
RECTANGLE,43.18135764,48.1172038
RECTANGLE,44.04327437,32.09869571
CIRCLE,29.81366793,50.98673343
RECTANGLE,5.062163931,33.74554961
RECTANGLE,1.437173094,44.90501726
CIRCLE,23.44284026,14.51486774
CIRCLE,9.184924138,10.27005303
RECTANGLE,45.62568156,26.17402211
CIRCLE,33.4054644,16.45235085
RECTANGLE,15.86876109,34.33742174
CIRCLE,20.57503164,42.8154934
CIRCLE,9.279743041,48.46076077
CIRCLE,44.13859375,20.07665515
CIRCLE,3.718009649,41.02288853
CIRCLE,22.28753046,7.827402067
RECTANGLE,29.82484901,27.96561848
CIRCLE,38.18177155,36.53508303
CIRCLE,50.93950246,44.96177924
CIRCLE,20.62420725,4.845124329
CIRCLE,37.15888783,16.58182882
RECTANGLE,5.695184861,35.50453718
CIRCLE,10.29881358,27.92933623
CIRCLE,12.35488954,5.726956267
CIRCLE,49.01449749,20.815655
CIRCLE,27.52144686,30.31951933
CIRCLE,5.838192567,49.04408419
CIRCLE,8.63253809,38.39189891
CIRCLE,50.3917484,39.8738516
CIRCLE,24.19834888,46.96779954
CIRCLE,15.53190132,21.23420453
RECTANGLE,15.35366589,47.31923487
CIRCLE,35.6861287,36.75894552
RECTANGLE,23.91693044,32.34389392
CIRCLE,29.13685658,33.21171363
RECTANGLE,44.96406114,5.805911335
CIRCLE,38.51185117,17.37231932
CIRCLE,24.42486163,26.7603564
CIRCLE,6.238594954,41.95446069
RECTANGLE,34.70982353,4.981741119
RECTANGLE,24.22046938,42.62511448
CIRCLE,23.87513594,25.71688273
CIRCLE,9.492543701,10.69593239
CIRCLE,46.33371562,44.58240854
CIRCLE,20.11480281,48.55694377
RECTANGLE,45.62007402,5.927227723
RECTANGLE,38.06060209,17.42287643
RECTANGLE,22.21682532,50.48029332
CIRCLE,8.358181645,49.46241909
RECTANGLE,31.95064975,40.60393325
CIRCLE,36.24304115,8.880725914
RECTANGLE,22.96553901,43.97310906
CIRCLE,6.57899522,49.02548617
RECTANGLE,31.78111315,29.00087026
CIRCLE,2.305711765,25.08685455
RECTANGLE,21.44383467,37.83034781
CIRCLE,11.170561,34.46157991
CIRCLE,7.278940017,15.21359
CIRCLE,22.50256824,19.35162293
CIRCLE,28.25087671,34.09754139
RECTANGLE,28.28630239,28.66758521
RECTANGLE,34.44008661,21.23749826
CIRCLE,5.293500881,48.80725798
CIRCLE,23.64392787,48.6583341
RECTANGLE,17.53024036,25.37961236
CIRCLE,22.60955694,19.28382464
RECTANGLE,40.75748482,10.44452789
CIRCLE,20.90657918,37.55436767
CIRCLE,23.34279392,32.33858613
RECTANGLE,27.94728696,18.35342079
RECTANGLE,10.20103787,47.65723827
CIRCLE,36.16228507,50.06297754
RECTANGLE,19.08189735,47.46364949
RECTANGLE,35.83933549,40.06836336
CIRCLE,20.96199238,2.294544732
CIRCLE,39.63321203,33.53270749
CIRCLE,38.79942784,43.0333698
CIRCLE,37.25439343,8.761366564
RECTANGLE,41.40858281,37.22106277
RECTANGLE,13.34440221,14.97662878
CIRCLE,21.71294905,32.87477159
CIRCLE,24.04559978,30.82301511
RECTANGLE,11.1338384,4.384809743
CIRCLE,40.27325124,34.42347539
CIRCLE,44.37276071,47.56017398
CIRCLE,28.19767597,38.30680596
CIRCLE,1.345294479,33.39294197
RECTANGLE,49.94429128,5.026593554
RECTANGLE,15.52426407,42.61183834
RECTANGLE,30.01936617,21.79199933
CIRCLE,50.45001712,15.59531564
RECTANGLE,45.46929361,24.9307006
CIRCLE,8.665646062,14.71443326
CIRCLE,10.28119666,27.5042889
CIRCLE,49.83493228,8.67585857
RECTANGLE,37.03268151,15.89645959
CIRCLE,7.300859972,50.93531052
CIRCLE,21.29854427,43.69427685
RECTANGLE,4.842477188,36.75174409
CIRCLE,6.822253904,13.6828596
CIRCLE,37.88794117,35.95259463
RECTANGLE,1.96001483,1.273768022
CIRCLE,45.94155699,10.9803967
RECTANGLE,30.40522441,35.18742294
CIRCLE,15.48260974,42.29108331
CIRCLE,11.7011419,13.70987273
CIRCLE,15.09381838,45.67428868
RECTANGLE,29.54957265,47.34420452
RECTANGLE,27.0772088,28.56595715
CIRCLE,8.423389562,31.17692495
CIRCLE,2.315235297,44.92356911
CIRCLE,31.49070057,12.77962127
RECTANGLE,27.63494102,20.73431138
RECTANGLE,45.35847098,33.96620905
RECTANGLE,7.433001084,34.72648776
RECTANGLE,9.643415895,37.22608635
CIRCLE,23.81942138,1.354490083
RECTANGLE,11.87798153,40.1535028
RECTANGLE,2.03774315,15.62764451
CIRCLE,30.75921392,43.69345615
CIRCLE,20.41954303,31.85323804
RECTANGLE,43.2483424,2.524431077
RECTANGLE,16.63104339,10.86404711
RECTANGLE,33.52887967,48.39828966
CIRCLE,4.469657945,32.80066696
RECTANGLE,24.33105656,19.75763137
RECTANGLE,27.96827068,35.01897663
RECTANGLE,13.63040186,13.45092436
RECTANGLE,42.06506764,47.19302596
RECTANGLE,12.22827896,36.86573447
CIRCLE,21.59673098,8.183674613
RECTANGLE,40.22219531,1.300356211
RECTANGLE,12.87281981,11.74329307
RECTANGLE,2.873693085,9.894155494
RECTANGLE,4.589122904,40.62683197
CIRCLE,28.8816381,5.93694436
CIRCLE,7.337832127,11.17957772
RECTANGLE,16.56871216,9.877696325
RECTANGLE,43.47231455,12.97190329
RECTANGLE,45.98892686,35.85291481
RECTANGLE,11.58431896,40.55133165
RECTANGLE,27.46397786,41.05496436
RECTANGLE,2.351422085,26.88221845
RECTANGLE,19.55623345,23.76068724
RECTANGLE,5.012526663,50.54337366
RECTANGLE,11.98618654,48.34060122
RECTANGLE,6.229214861,1.253921866
RECTANGLE,31.50218123,38.06900904
CIRCLE,45.59079338,50.79773255
RECTANGLE,41.2102138,39.05532099
CIRCLE,4.520814746,38.91671277
CIRCLE,16.37163684,21.11690275
RECTANGLE,17.84290923,46.24329348
CIRCLE,42.17656355,43.91376892
RECTANGLE,9.763726523,38.84240342
RECTANGLE,41.50080448,29.16542597
RECTANGLE,18.53080249,31.43326247
RECTANGLE,3.154122814,42.27018519
RECTANGLE,36.52316919,28.8612895
CIRCLE,43.62764389,49.14724619
RECTANGLE,5.032518676,17.8904448
CIRCLE,47.84822701,26.62188306
CIRCLE,15.49272117,43.8863296
CIRCLE,46.9475916,17.17402354
RECTANGLE,31.4155339,19.46033104
CIRCLE,3.554046495,31.37054491
CIRCLE,7.790284364,24.64514651
RECTANGLE,37.61459907,13.80160853
RECTANGLE,47.20536702,20.67199634
RECTANGLE,38.25527841,50.84132066
RECTANGLE,44.44935012,11.91982561
CIRCLE,19.68748391,11.05305665
CIRCLE,33.84950595,3.106818471
RECTANGLE,41.66815307,21.55974779
CIRCLE,16.10558853,11.29453818
CIRCLE,27.52159274,46.19944595
CIRCLE,3.876652159,4.774998648
CIRCLE,25.23075169,43.78647972
CIRCLE,37.87874494,3.410978109
RECTANGLE,19.6057748,47.2985131
RECTANGLE,37.75127037,37.49990419
CIRCLE,16.03763778,17.30982316
CIRCLE,14.4498455,24.73159973
CIRCLE,28.84467258,35.49110355
CIRCLE,33.4234565,37.31021761
CIRCLE,19.71980444,16.49610242
RECTANGLE,30.33372569,43.81067648
CIRCLE,44.28631487,29.05542966
RECTANGLE,43.57411442,22.83989862
CIRCLE,27.26992565,29.597814
RECTANGLE,40.34685738,8.073174079
CIRCLE,49.29503954,24.21914604
RECTANGLE,25.55544957,36.73596079
CIRCLE,40.81292933,37.31961273
CIRCLE,35.27050114,36.10142893
RECTANGLE,41.16970985,27.72923206
RECTANGLE,29.02676765,45.07406327
RECTANGLE,43.32187674,5.642102262
CIRCLE,7.709164533,30.42964401
RECTANGLE,7.207257407,16.17968857
CIRCLE,46.28559306,19.78190612
RECTANGLE,37.27915535,17.90343703
CIRCLE,43.14437218,35.84619739
RECTANGLE,32.21152842,47.0970537
CIRCLE,50.29409848,29.07044807
RECTANGLE,27.28298782,21.1387412
RECTANGLE,11.18375161,18.20375937
CIRCLE,12.44745061,46.78371879
CIRCLE,45.400843,10.8729286
RECTANGLE,21.59924771,11.67733463
RECTANGLE,32.00543308,38.73722442
CIRCLE,1.040504184,49.91907004
RECTANGLE,5.757825799,4.29171181
RECTANGLE,27.658595,34.99777811
RECTANGLE,42.99775166,48.88945996
CIRCLE,9.821510445,15.91843105
CIRCLE,26.43285218,14.05293008
RECTANGLE,16.49891467,24.84072402
RECTANGLE,40.59427831,30.64485955
CIRCLE,42.61673491,47.04982513
CIRCLE,12.21721364,32.96895545
CIRCLE,31.15307875,6.579587789
RECTANGLE,22.3041458,7.370713544
CIRCLE,34.98329696,33.30854888
RECTANGLE,29.12867575,47.4086671
RECTANGLE,13.98201002,39.84901742
CIRCLE,3.937703466,50.16639027
CIRCLE,25.38989459,49.0495567
CIRCLE,43.6097817,50.77554734
RECTANGLE,27.95306614,25.43119635
RECTANGLE,37.02746844,4.720332361
CIRCLE,32.84284331,26.37765875
CIRCLE,24.42147024,39.99357735
CIRCLE,46.86373212,1.399939218
CIRCLE,1.444407169,13.67486579
CIRCLE,15.95742558,30.29552903
RECTANGLE,32.23200262,20.00095321
CIRCLE,39.51063106,3.522612059
RECTANGLE,48.20951111,9.498813015
RECTANGLE,38.4745551,10.60953295
CIRCLE,21.90120174,41.25161003
CIRCLE,22.80383646,14.91986097
RECTANGLE,17.5006991,2.867930624
RECTANGLE,16.22275028,5.593357625
CIRCLE,32.46000841,45.22456323
RECTANGLE,8.826505027,29.98315408
CIRCLE,6.855024246,41.55315339
RECTANGLE,20.52542024,22.40946226
CIRCLE,39.78534464,42.94105276
CIRCLE,20.83982604,7.550129804
CIRCLE,14.56619781,14.81665017
RECTANGLE,13.05346965,19.28833876
CIRCLE,46.9702933,1.489518646
CIRCLE,3.233270267,38.33777468
RECTANGLE,33.27742067,28.31569064
CIRCLE,37.12320646,14.46558062
CIRCLE,37.3895871,13.55836082
CIRCLE,50.42016587,1.633391163
RECTANGLE,18.76953465,24.51433505
RECTANGLE,40.43956852,46.87677606
CIRCLE,15.46041607,24.97654298
CIRCLE,29.67857094,36.24339653
CIRCLE,8.944477789,23.60292221
CIRCLE,4.28466414,13.61019603
CIRCLE,10.09853469,45.26198365
RECTANGLE,22.93747894,50.69992207
RECTANGLE,18.00405941,9.925378215
RECTANGLE,4.151617465,9.117312547
CIRCLE,15.86970178,16.17777048
CIRCLE,12.50831333,47.72523382
RECTANGLE,30.82404291,38.91433603
RECTANGLE,26.82373527,41.18111553
CIRCLE,46.83640953,13.29619224
CIRCLE,35.7617536,37.95395794
CIRCLE,22.52354312,39.53407217
RECTANGLE,18.89897701,48.64225398
RECTANGLE,28.09994823,5.570569508
CIRCLE,33.74986545,17.91312323
CIRCLE,28.22973506,37.23124229
CIRCLE,41.75974928,45.88297647
RECTANGLE,50.03775947,47.91491122
RECTANGLE,18.7735444,37.26001652
RECTANGLE,38.0378781,22.39344726
CIRCLE,7.987999108,19.06889898
CIRCLE,10.23612654,31.79137437
RECTANGLE,35.89526882,30.27784989
RECTANGLE,42.16664696,39.31559512
CIRCLE,24.22563162,49.14857192
CIRCLE,18.11815619,18.80554291
CIRCLE,43.39717386,36.62923482
RECTANGLE,1.308783379,20.67409144
RECTANGLE,15.48023249,36.61086943
RECTANGLE,37.26708649,32.309515
RECTANGLE,37.18443101,36.36747944
CIRCLE,17.17705166,42.50882618
RECTANGLE,5.876105876,3.000182247
CIRCLE,40.44490094,32.01279976
CIRCLE,44.13394117,24.20568816
CIRCLE,28.24551109,24.71298524
RECTANGLE,30.85062451,44.18943358
CIRCLE,2.30625675,46.60103876
RECTANGLE,9.388338517,48.04368141
RECTANGLE,5.686100472,2.030669713
RECTANGLE,5.795893832,10.41089868
RECTANGLE,4.807726056,39.36252582
CIRCLE,2.595316857,36.75272374
RECTANGLE,24.50053957,40.56232566
CIRCLE,26.14572311,38.04483978
CIRCLE,30.31234983,31.82254644
RECTANGLE,18.09225338,42.21806313
RECTANGLE,34.84753217,24.77799132
RECTANGLE,23.90792093,8.165955297
CIRCLE,17.38950105,10.38553103
RECTANGLE,44.03615557,20.63928681
CIRCLE,8.565289069,40.03835401
CIRCLE,5.641883551,6.847639914
CIRCLE,4.310064945,40.98501591
CIRCLE,25.478919,28.08848975
RECTANGLE,35.88936905,25.6236178
CIRCLE,46.8815189,12.22405665
RECTANGLE,35.23693003,16.74141823
CIRCLE,46.38789114,5.326250086
RECTANGLE,47.36581748,23.27018762
CIRCLE,18.00346628,33.31002056
CIRCLE,4.110790304,13.62762813
RECTANGLE,5.611760902,26.87542155
RECTANGLE,35.95962804,46.21516261
CIRCLE,16.5406324,25.57870117
CIRCLE,11.23126115,29.14240674
RECTANGLE,11.79174379,39.35273887
RECTANGLE,4.358520755,43.74864363
RECTANGLE,30.94104548,8.297129058
RECTANGLE,7.533309372,28.99160074
CIRCLE,22.21809359,14.0582335
CIRCLE,12.47201783,36.27385383
CIRCLE,10.77201526,8.619517423
RECTANGLE,1.558988087,26.77716713
CIRCLE,50.6319215,38.82246376
RECTANGLE,50.12584541,45.87507182
CIRCLE,18.36960809,7.438402761
CIRCLE,4.124499063,21.69401306
RECTANGLE,18.97232321,24.11155229
RECTANGLE,9.951642171,47.39336896
RECTANGLE,36.93343752,11.99358634
RECTANGLE,35.68254951,19.23464518
RECTANGLE,28.06882536,48.39004468
CIRCLE,35.4719826,15.01017721
CIRCLE,10.06676047,30.23889773
RECTANGLE,21.38003634,9.901634811
RECTANGLE,22.27914437,17.74157397
CIRCLE,19.38070858,39.33865204
RECTANGLE,37.76189025,21.96676965
CIRCLE,48.81103384,30.92789109
CIRCLE,23.07225056,14.74734174
RECTANGLE,27.01857726,40.02285407
RECTANGLE,3.830925599,1.690616135
RECTANGLE,13.46510055,36.00475218
RECTANGLE,6.556752803,11.62240359
CIRCLE,20.04422381,48.84474959
CIRCLE,9.781785469,18.28503997
RECTANGLE,26.87088807,48.01788598
CIRCLE,49.95459065,22.60978031
RECTANGLE,5.300428562,38.33900964
CIRCLE,40.13955678,36.38383455
CIRCLE,12.43507662,19.79100144
RECTANGLE,22.02004112,20.63237177
RECTANGLE,33.87570362,20.91563703
RECTANGLE,34.21316064,44.53580961
